#	Start	End
15152	15193
15193	15235
15235	15250
#15266	15308
15310	15350
15370	15410
15410	15430
15465	15505
15510	15547
15547	15577
15583	15642
15642	15657
15657	15700
15719	15758
15758	15795
15872	15908
15908	15946
15946	15987
15994	16027
16027	16051
16051	16081
16081	16107
16111	16141
16145	16190
16190	16221
16221	16262
16275	16297
16307	16337
16357	16372
16372	16418
16479.5	16510
16510	16567
16603	16639
16639	16670
16670	16698
16698	16730
16735	16770
16823	16836
16836	16881
16881	16902
